,Make,Model,Variant,Ex-Showroom_Price,Drivetrain,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Length,Body_Type,Doors,ARAI_Certified_Mileage,Seating_Capacity,Type,Battery,Electric_Range
571,Renault,Duster,110 Ps Rxs Awd (Opt) Diesel,"2,92,667",FWD ,BS IV,50 litres,Diesel,4315 mm,SUV,5,19.6 km/litre,5,Automatic,,
572,Hyundai,Verna,1.6 Vtvt Sx,"2,92,667",FWD ,BS IV,45 litres,Petrol,4440 mm,Sedan,4,17.7 km/litre,5,Manual,,
573,Hyundai,Verna,1.6 Crdi Sx,"2,92,667",FWD ,BS IV,45 litres,Diesel,4440 mm,Sedan,4,23.9 km/litre,5,Manual,,
574,Hyundai,Verna,1.6 Crdi Sx (O),"2,92,667",FWD ,BS IV,45 litres,Diesel,4440 mm,Sedan,4,23.5 km/litre,5,Manual,,
575,Hyundai,Verna,1.6 Vtvt Sx (O),"2,92,667",FWD ,BS IV,45 litres,Petrol,4440 mm,Sedan,4,17.7 km/litre,5,Manual,,
576,Hyundai,Verna,1.6 Crdi Sx Plus At,"2,92,667",FWD ,BS IV,45 litres,Diesel,4440 mm,Sedan,4,17.1 km/litre,5,Automatic,,
577,Hyundai,Verna,1.6 Vtvt Sx(O) At,"2,92,667",FWD ,BS IV,45 litres,Petrol,4440 mm,Sedan,4,17.7 km/litre,5,Automatic,,
578,Hyundai,Verna,1.4 Vtvt Ex,"2,92,667",FWD ,BS IV,45 litres,Petrol,4440 mm,Sedan,4,19.1 km/litre,5,Manual,,
579,Hyundai,Verna,1.4 Vtvt E,"2,92,667",FWD ,BS IV,45 litres,Petrol,4440 mm,Sedan,4,19.1 km/litre,5,Manual,,
580,Hyundai,Verna,1.6 Vtvt Sx (O) Anniversary Edition,"2,92,667",FWD ,BS IV,45 litres,Petrol,4440 mm,Sedan,4,17.7 km/litre,5,Manual,,
581,Hyundai,Verna,1.6 Vtvt Sx Plus At,"2,92,667",FWD ,BS IV,45 litres,Petrol,4440 mm,Sedan,4,17.7 km/litre,5,Automatic,,
582,Hyundai,Verna,1.6 Crdi Sx(O) At,"2,92,667",FWD ,BS IV,45 litres,Diesel,4440 mm,Sedan,4,17.1 km/litre,5,Automatic,,
583,Hyundai,Verna,1.4 Crdi E,"Rs. 9,42,867",FWD ,BS IV,45 litres,Diesel,4440 mm,Sedan,4,#REF!,5,Manual,,
584,Hyundai,Verna,1.4 Crdi Ex,"Rs. 9,99,900",FWD ,BS IV,45 litres,Diesel,4440 mm,Sedan,4,#REF!,5,Manual,,
585,Mahindra,Xuv300,1.2 W4,"2,92,667",RWD ,BS 6,42 litres,Petrol,3995 mm,SUV,5,17 km/litre,5,Manual,,
586,Mahindra,Xuv300,1.2 W6,"2,92,667",RWD ,BS 6,42 litres,Petrol,3995 mm,SUV,5,17 km/litre,5,Manual,,
587,Mahindra,Xuv300,1.2 W8,"2,92,667",RWD ,BS 6,42 litres,Petrol,3995 mm,SUV,5,17 km/litre,5,Manual,,
588,Mahindra,Xuv300,1.2 W8(O),"2,92,667",RWD ,BS 6,42 litres,Petrol,3995 mm,SUV,5,17 km/litre,5,Manual,,
589,Mahindra,Xuv300,1.5 W4,"2,92,667",RWD ,BS 6,42 litres,Diesel,3995 mm,SUV,5,20 km/litre,5,Manual,,
590,Mahindra,Xuv300,1.5 W6,"2,92,667",RWD ,BS 6,42 litres,Diesel,3995 mm,SUV,5,20 km/litre,5,Manual,,
591,Mahindra,Xuv300,1.5 W8,"2,92,667",RWD ,BS 6,42 litres,Diesel,3995 mm,SUV,5,20 km/litre,5,Manual,,
592,Mahindra,Xuv300,1.5 W8 (O),"2,92,667",RWD ,BS 6,42 litres,Diesel,3995 mm,SUV,5,20 km/litre,5,Manual,,
593,Mahindra,Xuv300,1.5 W8 Amt,"2,92,667",RWD ,BS 6,42 litres,Diesel,3995 mm,SUV,5,20 km/litre,5,Automatic,,
594,Mahindra,Xuv300,1.5 W8 (O) Amt,"2,92,667",RWD ,BS 6,42 litres,Diesel,3995 mm,SUV,5,20 km/litre,5,Automatic,,
595,Mahindra,Xuv300,1.5 W6 Amt,"2,92,667",RWD ,BS 6,42 litres,Diesel,3995 mm,SUV,5,20 km/litre,5,AMT,,
596,Renault,Lodgy,85 Ps Std,"2,92,667",FWD ,BS IV,50 litres,Diesel,4498 mm,MUV,4,21.04 km/litre,8,Manual,,
597,Renault,Lodgy,85 Ps Rxe 8 Seater,"2,92,667",FWD ,BS IV,50 litres,Diesel,4498 mm,MUV,4,21.04 km/litre,8,Manual,,
598,Renault,Lodgy,Stepway Rxz 110Ps 8-Seater,"2,92,667",FWD ,BS IV,50 litres,Diesel,4498 mm,MUV,4,19.98 km/litre,,Manual,,
599,Renault,Lodgy,Stepway Rxz 110Ps 7-Seater,"2,92,667",FWD ,BS IV,50 litres,Diesel,4498 mm,MUV,4,19.98 km/litre,7,Manual,,
600,Renault,Lodgy,Stepway Rxl 85Ps 8-Seater,"2,92,667",FWD ,BS IV,50 litres,Diesel,4498 mm,MUV,4,21.04 km/litre,8,Manual,,
601,Renault,Lodgy,Stepway Rxz 85Ps 8-Seater,"2,92,667",FWD ,BS IV,50 litres,Diesel,4498 mm,MUV,4,21.04 km/litre,8,Manual,,
602,Renault,Lodgy,85 Ps Rxe 7 Seater,"2,92,667",FWD ,BS IV,50 litres,Diesel,4498 mm,MUV,4,21.04 km/litre,7,Manual,,
603,Volkswagen,Vento,Trendline 1.6 (P),"2,92,667",FWD ,BS IV,55 litres,Petrol,4390 mm,Sedan,5,16.09 km/litre,5,Manual,,
604,Volkswagen,Vento,Highline 1.6 (P),"2,92,667",FWD ,BS IV,55 litres,Petrol,4390 mm,Sedan,4,16.09 km/litre,5,Manual,,
605,Volkswagen,Vento,Comfortline 1.6 (P),"2,92,667",FWD ,BS IV,55 litres,Petrol,4390 mm,Sedan,4,16.09 km/litre,5,Manual,,
606,Volkswagen,Vento,Highline 1.2 (P) Dsg,"2,92,667",FWD ,BS IV,55 litres,Petrol,4390 mm,Sedan,4,18.19 km/litre,5,Automatic,,
607,Volkswagen,Vento,Highline Plus 1.2 (P) Dsg,"2,92,667",FWD ,BS IV,55 litres,Petrol,4390 mm,Sedan,4,18.19 km/litre,5,Automatic,,
608,Volkswagen,Vento,Trendline 1.5 (D),"2,92,667",FWD ,BS IV,55 litres,Diesel,4390 mm,Sedan,4,20.64 km/litre,5,Manual,,
609,Volkswagen,Vento,Comfortline 1.5 (D),"2,92,667",FWD ,BS IV,55 litres,Diesel,4390 mm,Sedan,4,20.64 km/litre,5,Manual,,
610,Volkswagen,Vento,Highline 1.5 (D),"2,92,667",FWD ,BS IV,55 litres,Diesel,4390 mm,Sedan,4,20.64 km/litre,5,Manual,,
611,Volkswagen,Vento,Highline 1.5 (D) Dsg,"2,92,667",FWD ,BS IV,55 litres,Diesel,4390 mm,Sedan,4,21.5 km/litre,5,Automatic,,
612,Volkswagen,Vento,Highline Plus 1.5 (D) Dsg,"2,92,667",FWD ,BS IV,55 litres,Diesel,4390 mm,Sedan,4,20.64 km/litre,5,Automatic,,
613,Volkswagen,Vento,Gt Line (D),"2,92,667",FWD ,BS IV,45 litres,Diesel,3971 mm,Hatchback,5,19.91 km/litre,5,Manual,,
614,Volkswagen,Vento,Gt Line (P) Dsg,"2,92,667",FWD ,BS IV,45 litres,Petrol,3971 mm,Hatchback,5,17.21 km/litre,5,Automatic,,
615,Mahindra,E2O Plus,P4,"Rs. 8,81,425",RWD ,BS IV,,Electric,3390 mm,Hatchback,4,#REF!,4,Automatic,210 ampere-hour,110 km/full charge
616,Mahindra,E2O Plus,P6,"Rs. 9,57,177",RWD ,BS IV,,Electric,3390 mm,Hatchback,4,#REF!,4,Automatic,210 ampere-hour,110 km/full charge
617,Tata,Tigor Ev,Xm+,"Rs. 9,60,868",FWD ,BS VI,35 litres,Electric,3992 mm,Sedan,5,#REF!,5,Automatic,"21.5 kWh,Battery Placed Under Rear Seats",213 km/full charge
618,Tata,Tigor Ev,Xt+,"Rs. 9,75,868",FWD ,BS VI,35 litres,Electric,3992 mm,Sedan,5,#REF!,5,Automatic,"21.5 kWh,Battery Placed Under Rear Seats",213 km/full charge
619,Tata,Tigor Ev,Xe+,"Rs. 9,44,175",FWD ,BS VI,35 litres,Electric,3992 mm,Sedan,5,#REF!,5,Automatic,"21.5 kWh,Battery Placed Under Rear Seats",213 km/full charge
620,Honda,Brv,E Petrol,"2,92,667",FWD ,BS IV,42 litres,Petrol,4453 mm,SUV,5,15.4 km/litre,7,Manual,,
621,Honda,Brv,S Petrol,"2,92,667",FWD ,BS IV,42 litres,Petrol,4453 mm,SUV,5,15.4 km/litre,7,Manual,,
622,Honda,Brv,V Petrol,"2,92,667",FWD ,BS IV,42 litres,Petrol,4453 mm,SUV,5,15.4 km/litre,7,Manual,,
623,Honda,Brv,Vx Petrol,"2,92,667",FWD ,BS IV,42 litres,Petrol,4456 mm,SUV,5,15.4 km/litre,7,Manual,,
624,Honda,Brv,V Cvt Petrol,"2,92,667",FWD ,BS IV,42 litres,Petrol,4456 mm,SUV,5,16 km/litre,7,Automatic,,
625,Honda,Brv,S Diesel,"2,92,667",FWD ,BS IV,42 litres,Diesel,4453 mm,SUV,5,21.9 km/litre,7,Manual,,
626,Honda,Brv,V Diesel,"2,92,667",FWD ,BS IV,42 litres,Diesel,4453 mm,SUV,5,21.9 km/litre,7,Manual,,
627,Honda,Brv,Vx Diesel,"2,92,667",FWD ,BS IV,42 litres,Diesel,4456 mm,SUV,5,21.9 km/litre,7,Manual,,
628,Mahindra,Thar,Crde,"2,92,667",4WD,BS IV,60 litres,Diesel,3920 mm,SUV,3,13 km/litre,6,Manual,,
629,Mahindra,Thar,700 Special Edition,"2,92,667",4WD,BS IV,60 litres,Diesel,3920 mm,SUV,3,13 km/litre,6,Manual,,
630,Mahindra,Thar,Crde Abs,"2,92,667",4WD,BS IV,60 litres,Diesel,3920 mm,SUV,3,13 km/litre,6,Manual,,
631,Force,Gurkha,Xpedition 5 Door,"2,92,667",RWD ,BS IV,63 litres,Diesel,4342 mm,SUV,5,17 km/litre,7,Manual,,
632,Force,Gurkha,Xplorer 3 Door,"2,92,667",4WD,BS IV,63 litres,Diesel,3992 mm,SUV,3,17 km/litre,5,Manual,,
633,Force,Gurkha,Xtreme,"Rs. 12,99,000",AWD ,BS IV,63 litres,Diesel,3992 mm,SUV,3,#REF!,5,Manual,,
634,Force,Gurkha,Xtreme Abs,"Rs. 13,30,000",AWD ,BS IV,63 litres,Diesel,3992 mm,SUV,3,#REF!,5,Manual,,
635,Force,Gurkha,Xpedition 3 Door,"2,92,667",RWD ,BS IV,63 litres,Diesel,4342 mm,SUV,5,17 km/litre,7,Manual,,
636,Force,Gurkha,Xplorer 5 Door,"2,92,667",4WD,BS IV,63 litres,Diesel,3992 mm,SUV,5,17 km/litre,5,Manual,,
637,Maruti Suzuki,Xl6,Zeta Mt,"2,92,667",FWD ,BS 6,45 litres,Petrol,4445 mm,MPV,5,19.01 km/litre,6,Manual,,
638,Maruti Suzuki,Xl6,Alpha Mt,"2,92,667",FWD ,BS 6,45 litres,Petrol,4445 mm,MPV,5,19.01 km/litre,6,Manual,,
639,Maruti Suzuki,Xl6,Zeta At,"2,92,667",FWD ,BS 6,45 litres,Petrol,4445 mm,MPV,5,17.01 km/litre,6,Automatic,,
640,Maruti Suzuki,Xl6,Alpha At,"2,92,667",FWD ,BS 6,45 litres,Petrol,4445 mm,MPV,5,17.01 km/litre,6,Automatic,,
641,Fiat,Abarth Avventura,1.4 T-Jet,"2,92,667",FWD ,BS IV,,Petrol,3983 mm,Crossover,5,17.1 km/litre,5,Manual,,
642,Mahindra,Tuv300 Plus,P4,"2,92,667",RWD ,BS IV,60 litres,Diesel,4400 mm,SUV,5,18.49 km/litre,9,Manual,,
643,Mahindra,Tuv300 Plus,P6,"2,92,667",RWD ,BS IV,60 litres,Diesel,4400 mm,SUV,5,18.49 km/litre,9,Manual,,
644,Mahindra,Tuv300 Plus,P8,"2,92,667",RWD ,BS IV,60 litres,Diesel,4400 mm,SUV,5,18.49 km/litre,9,Manual,,
645,Mahindra,Marazzo,M2 7 Str,"2,92,667",FWD ,BS IV,45 litres,Diesel,4585 mm,MPV,5,17.3 km/litre,7,Manual,,
646,Mahindra,Marazzo,M4 7 Str,"2,92,667",FWD ,BS IV,45 litres,Diesel,4585 mm,MPV,5,17.3 km/litre,7,Manual,,
647,Mahindra,Marazzo,M6 7 Str,"2,92,667",FWD ,BS IV,45 litres,Diesel,4585 mm,MPV,5,17.3 km/litre,7,Manual,,
648,Mahindra,Marazzo,M8 7 Str,"2,92,667",FWD ,BS IV,45 litres,Diesel,4585 mm,MPV,5,17.3 km/litre,7,Manual,,
649,Mahindra,Marazzo,M2 8 Str,"2,92,667",FWD ,BS IV,45 litres,Diesel,4585 mm,MPV,5,17.3 km/litre,8,Manual,,
650,Mahindra,Marazzo,M4 8 Str,"2,92,667",FWD ,BS IV,45 litres,Diesel,4585 mm,MPV,5,17.3 km/litre,8,Manual,,
651,Mahindra,Marazzo,M6 8 Str,"2,92,667",FWD ,BS IV,45 litres,Diesel,4585 mm,MPV,5,17.3 km/litre,8,Manual,,
652,Mahindra,Marazzo,M8 8 Str,"2,92,667",FWD ,BS IV,45 litres,Diesel,4585 mm,MPV,5,17.3 km/litre,8,Manual,,
653,Mahindra,Scorpio,S3 2Wd,"2,92,667",FWD ,BS IV,60 litres,Diesel,4456 mm,SUV,5,15.4 km/litre,9,Manual,,
654,Mahindra,Scorpio,4Wd Getaway,"2,92,667",4WD,BS IV,80 litres,Diesel,5118 mm,SUV,5,10.22 km/litre,5,Manual,,
655,Mahindra,Scorpio,2Wd Getaway,"2,92,667",RWD ,BS IV,80 litres,Diesel,5118 mm,SUV,5,13.5 km/litre,5,Manual,,
656,Mahindra,Scorpio,S5 2Wd,"2,92,667",FWD ,BS IV,60 litres,Diesel,4456 mm,SUV,5,15.4 km/litre,9,Manual,,
657,Mahindra,Scorpio,S7 120 2Wd,"2,92,667",FWD ,BS IV,60 litres,Diesel,4456 mm,SUV,5,15.4 km/litre,9,Manual,,
658,Mahindra,Scorpio,S7 140 2Wd,"2,92,667",FWD ,BS IV,60 litres,Diesel,4456 mm,SUV,5,15.4 km/litre,9,Manual,,
659,Mahindra,Scorpio,S11 2Wd,"2,92,667",FWD ,BS IV,60 litres,Diesel,4456 mm,SUV,5,15.4 km/litre,9,Manual,,
660,Mahindra,Scorpio,S11 4Wd,"2,92,667",FWD ,BS IV,60 litres,Diesel,4456 mm,SUV,5,15.4 km/litre,9,Manual,,
661,Mahindra,Scorpio,S9 2Wd,"2,92,667",FWD ,BS IV,60 litres,Diesel,4456 mm,SUV,5,15.4 km/litre,9,Manual,,
662,Skoda,Monte Carlo,Monte Carlo 1.5 Tdi At,"2,92,667",FWD ,BS IV,55 litres,Diesel,4413 mm,Sedan,4,21.72 km/litre,5,Automatic,,
663,Skoda,Monte Carlo,Monte Carlo 1.6 Mpi At,"2,92,667",FWD ,BS IV,55 litres,Petrol,4413 mm,Sedan,4,14.84 km/litre,5,Automatic,,
664,Skoda,Monte Carlo,Monte Carlo 1.5 Tdi Mt,"2,92,667",FWD ,BS IV,55 litres,Diesel,4413 mm,Sedan,4,21.13 km/litre,5,Manual,,
665,Skoda,Monte Carlo,Monte Carlo 1.6 Mpi Mt,"2,92,667",FWD ,BS IV,55 litres,Petrol,4413 mm,Sedan,4,15.41 km/litre,5,Manual,,
666,Mahindra,Xuv500,G At,"2,92,667",FWD ,BS IV,70 litres,Petrol,4585 mm,SUV,5,13.85 km/litre,7,Automatic,,
667,Mahindra,Xuv500,W7,"2,92,667",FWD ,BS IV,70 litres,Diesel,4585 mm,SUV,5,15.1 km/litre,7,Manual,,
668,Mahindra,Xuv500,W7 At,"2,92,667",FWD ,BS IV,70 litres,Diesel,4585 mm,SUV,5,16 km/litre,7,Automatic,,
669,Mahindra,Xuv500,W9,"2,92,667",FWD ,BS IV,70 litres,Diesel,4585 mm,SUV,5,16 km/litre,7,Manual,,
670,Mahindra,Xuv500,W9 At,"2,92,667",FWD ,BS IV,70 litres,Diesel,4585 mm,SUV,5,16 km/litre,7,Automatic,,
671,Mahindra,Xuv500,W11,"2,92,667",FWD ,BS IV,70 litres,Diesel,4585 mm,SUV,5,16 km/litre,7,Manual,,
672,Mahindra,Xuv500,W11 At,"2,92,667",FWD ,BS IV,70 litres,Diesel,4585 mm,SUV,5,16 km/litre,7,Automatic,,
673,Mahindra,Xuv500,W11 (O),"2,92,667",FWD ,BS IV,70 litres,Diesel,4585 mm,SUV,5,16 km/litre,7,Manual,,
674,Mahindra,Xuv500,W11 (O) At,"2,92,667",FWD ,BS IV,70 litres,Diesel,4585 mm,SUV,5,16 km/litre,7,Automatic,,
675,Mahindra,Xuv500,G At,"2,92,667",FWD ,BS IV,70 litres,Petrol,4585 mm,SUV,5,13.85 km/litre,7,Automatic,,
676,Mahindra,Xuv500,W7,"2,92,667",FWD ,BS IV,70 litres,Diesel,4585 mm,SUV,5,15.1 km/litre,7,Manual,,
677,Mahindra,Xuv500,W7 At,"2,92,667",FWD ,BS IV,70 litres,Diesel,4585 mm,SUV,5,16 km/litre,7,Automatic,,
678,Mahindra,Xuv500,W9,"2,92,667",FWD ,BS IV,70 litres,Diesel,4585 mm,SUV,5,16 km/litre,7,Manual,,
679,Mahindra,Xuv500,W9 At,"2,92,667",FWD ,BS IV,70 litres,Diesel,4585 mm,SUV,5,16 km/litre,7,Automatic,,
680,Mahindra,Xuv500,W11,"2,92,667",FWD ,BS IV,70 litres,Diesel,4585 mm,SUV,5,16 km/litre,7,Manual,,
681,Mahindra,Xuv500,W11 At,"2,92,667",FWD ,BS IV,70 litres,Diesel,4585 mm,SUV,5,16 km/litre,7,Automatic,,
682,Mahindra,Xuv500,W11 (O),"2,92,667",FWD ,BS IV,70 litres,Diesel,4585 mm,SUV,5,16 km/litre,7,Manual,,
683,Mahindra,Xuv500,W11 (O) At,"2,92,667",FWD ,BS IV,70 litres,Diesel,4585 mm,SUV,5,16 km/litre,7,Automatic,,
684,Mahindra,Xuv500,W11 (O) Awd,"2,92,667",AWD ,BS IV,70 litres,Diesel,4585 mm,SUV,5,16 km/litre,7,Manual,,
685,Mahindra,Xuv500,W11 (O) Awd At,"2,92,667",AWD ,BS IV,70 litres,Diesel,4585 mm,SUV,5,16 km/litre,7,Automatic,,
686,Mahindra,Xuv500,W3,"2,92,667",FWD ,BS IV,70 litres,Diesel,4585 mm,SUV,5,16 km/litre,7,Manual,,
687,Mahindra,E Verito,D4,"Rs. 12,93,214",FWD ,,,Electric,4247 mm,Sedan,4,#REF!,5,Automatic,200 ampere-hour,110 km/full charge
688,Mahindra,E Verito,D2,"Rs. 12,67,208",FWD ,,,Electric,4247 mm,Sedan,4,#REF!,5,Automatic,200 ampere-hour,110 km/full charge
689,Mahindra,E Verito,D6,"Rs. 13,03,241",FWD ,,,Electric,4247 mm,Sedan,4,#REF!,5,Automatic,200 ampere-hour,110 km/full charge
690,Tata,Hexa,Xm Plus 4X2,"2,92,667",RWD ,BS IV,60 litres,Diesel,4788 mm,SUV,5,17.6 km/litre,7,Manual,,
691,Tata,Hexa,Xt 4X4,"2,92,667",RWD ,BS IV,60 litres,Diesel,4788 mm,SUV,5,17.6 km/litre,6,Manual,,
692,Tata,Hexa,Xta 4X2,"2,92,667",AWD ,BS IV,60 litres,Diesel,4788 mm,SUV,5,17.6 km/litre,6,Automatic,,
693,Tata,Hexa,Xt 4X2,"2,92,667",RWD ,BS IV,,Diesel,4788 mm,SUV,5,17.6 km/litre,6,Manual,,
694,Tata,Hexa,Xe 4X2,"2,92,667",RWD ,BS IV,60 litres,Diesel,4788 mm,SUV,5,17.6 km/litre,7,Manual,,
695,Tata,Hexa,Xm 4X2,"2,92,667",RWD ,BS IV,60 litres,Diesel,4788 mm,SUV,5,17.6 km/litre,7,Manual,,
696,Tata,Hexa,Xma 4X2,"2,92,667",RWD ,BS IV,,Diesel,4788 mm,SUV,5,17.6 km/litre,7,Automatic,,
697,Toyota,Innova Crysta,2.4 Gx 7 Str,"2,92,667",RWD ,BS VI,55 litres,Diesel,4735 mm,MUV,5,15.4 km/litre,7,Manual,,
698,Toyota,Innova Crysta,2.4 Vx 7 Str,"2,92,667",RWD ,BS IV,55 litres,Diesel,4735 mm,MUV,5,15 km/litre,7,Manual,,
699,Toyota,Innova Crysta,2.4 Gx 8 Str,"2,92,667",RWD ,BS VI,55 litres,Diesel,4735 mm,MUV,5,15.4 km/litre,8,Manual,,
700,Toyota,Innova Crysta,2.4 Vx 8 Str,"2,92,667",RWD ,BS VI,55 litres,Diesel,4735 mm,MUV,5,15.4 km/litre,8,Manual,,
701,Toyota,Innova Crysta,2.4 Zx 7 Str,"2,92,667",RWD ,BS VI,55 litres,Diesel,4735 mm,MUV,5,15.1 km/litre,7,Manual,,
702,Toyota,Innova Crysta,2.7 Gx At 8 Str,"2,92,667",RWD ,BS VI,55 litres,Petrol,4735 mm,MUV,5,10.83 km/litre,8,Automatic,,
703,Toyota,Innova Crysta,2.7 Gx At 7 Str,"2,92,667",RWD ,BS VI,55 litres,Petrol,4735 mm,MUV,5,10.83 km/litre,7,Automatic,,
704,Toyota,Innova Crysta,2.7 Zx At 7 Str,"2,92,667",RWD ,BS IV,55 litres,Petrol,4735 mm,MUV,5,10.75 km/litre,7,Automatic,,
705,Toyota,Innova Crysta,2.7 Vx 7 Str,"2,92,667",RWD ,BS IV,55 litres,Petrol,4735 mm,MUV,5,11.25 km/litre,7,Manual,,
706,Toyota,Innova Crysta,2.7 Gx Mt 7 Str,"2,92,667",RWD ,BS VI,55 litres,Petrol,4735 mm,MUV,5,11.25 km/litre,7,Manual,,
707,Toyota,Innova Crysta,2.7 Gx Mt 8 Str,"2,92,667",RWD ,BS VI,55 litres,Petrol,4735 mm,MUV,5,11.25 km/litre,8,Manual,,
708,Toyota,Innova Crysta,Touring Sport 2.4 Vx 7 Str,"2,92,667",RWD ,BS VI,55 litres,Diesel,4735 mm,MUV,5,15 km/litre,7,Manual,,
709,Toyota,Innova Crysta,Touring Sport 2.7 Vx 7 Str,"2,92,667",RWD ,BS VI,55 litres,Petrol,4735 mm,MUV,5,11.25 km/litre,7,Manual,,
710,Toyota,Innova Crysta,Touring Sport 2.7 Zx At 7 Str,"2,92,667",RWD ,BS VI,55 litres,Petrol,4735 mm,MUV,5,10.75 km/litre,7,Automatic,,
711,Toyota,Innova Crysta,2.4 G Plus 7 Str,"2,92,667",RWD ,BS VI,55 litres,Diesel,4735 mm,MUV,5,15.4 km/litre,7,Manual,,
712,Toyota,Innova Crysta,2.4 G Plus 8 Str,"2,92,667",RWD ,BS VI,55 litres,Diesel,4735 mm,MUV,5,15.1 km/litre,8,Manual,,
713,Jeep,Compass,1.4 Limited At,"2,92,667",FWD ,BS 6,60 litres,Petrol,4395 mm,SUV,5,16.3 km/litre,5,Automatic,,
714,Jeep,Compass,1.4 Sport,"2,92,667",FWD ,BS 6,60 litres,Petrol,4395 mm,SUV,5,16.3 km/litre,5,Manual,,
715,Jeep,Compass,1.4 Limited (O) At,"2,92,667",FWD ,BS 6,60 litres,Petrol,4395 mm,SUV,5,14.1 km/litre,5,Automatic,,
716,Jeep,Compass,2.0 Sport,"2,92,667",FWD ,BS 6,60 litres,Diesel,4395 mm,SUV,5,17.1 km/litre,5,Manual,,
717,Jeep,Compass,2.0 Longitude,"2,92,667",FWD ,BS 6,60 litres,Diesel,4395 mm,SUV,5,17.1 km/litre,5,Manual,,
718,Jeep,Compass,2.0 Longitude (O),"2,92,667",FWD ,BS 6,60 litres,Diesel,4395 mm,SUV,5,17.1 km/litre,5,Manual,,
719,Jeep,Compass,2.0 Limited,"2,92,667",FWD ,BS 6,60 litres,Diesel,4395 mm,SUV,5,17.1 km/litre,5,Manual,,
720,Jeep,Compass,2.0 Limited (O),"2,92,667",FWD ,BS 6,60 litres,Diesel,4395 mm,SUV,5,17.1 km/litre,5,Manual,,
721,Jeep,Compass,2.0 Limited 4X4,"2,92,667",AWD ,BS 6,60 litres,Diesel,4395 mm,SUV,5,16.3 km/litre,5,Manual,,
722,Jeep,Compass,2.0 Limited (O) 4X4,"2,92,667",AWD ,BS IV,60 litres,Diesel,4395 mm,SUV,5,16.3 km/litre,5,Manual,,
723,Jeep,Compass,1.4 Limited Plus At Petrol,"2,92,667",FWD ,BS 6,60 litres,Petrol,4395 mm,SUV,5,16.3 km/litre,5,Automatic,,
724,Jeep,Compass,2.0 Limited Plus 4X2 Diesel,"2,92,667",FWD ,BS 6,60 litres,Diesel,4395 mm,SUV,5,17.1 km/litre,5,Manual,,
725,Jeep,Compass,2.0 Limited Plus 4X4 Diesel,"2,92,667",AWD ,BS 6,60 litres,Diesel,4395 mm,SUV,5,16.3 km/litre,5,Manual,,
726,Jeep,Compass,2.0 Sport Plus,"2,92,667",FWD ,BS 6,60 litres,Diesel,4395 mm,SUV,5,17.1 km/litre,5,Manual,,
727,Jeep,Compass,1.4 Sport Plus,"2,92,667",FWD ,BS 6,60 litres,Petrol,4395 mm,SUV,5,16.3 km/litre,5,Manual,,
728,Jeep,Compass,1.4 Longitude (O) At,"2,92,667",FWD ,BS 6,60 litres,Petrol,4395 mm,SUV,5,14.1 km/litre,5,Automatic,,
729,Jeep,Compass,1.4 Limited (O) At Petrol Black Pack,"2,92,667",FWD ,BS 6,60 litres,Petrol,4395 mm,SUV,5,16.3 km/litre,5,Automatic,,
730,Jeep,Compass,2.0 Limited (O) Black Pack,"2,92,667",FWD ,BS 6,60 litres,Diesel,4395 mm,SUV,5,17.1 km/litre,5,Manual,,
731,Jeep,Compass,2.0 Limited (O) 4X4 Black Pack,"2,92,667",AWD ,BS 6,60 litres,Diesel,4395 mm,SUV,5,16.3 km/litre,5,Manual,,
732,Jeep,Compass,2.0 Limited Plus 4X4 At,"2,92,667",AWD ,BS 6,60 litres,Diesel,4395 mm,SUV,5,17.1 km/litre,5,Automatic,,
733,Jeep,Compass,2.0 Longitude 4X4 At,"2,92,667",AWD ,BS 6,60 litres,Diesel,4395 mm,SUV,5,17.1 km/litre,5,Automatic,,
734,Toyota,Corolla Altis,G Petrol,"2,92,667",FWD ,BS IV,55 litres,Petrol,4620 mm,Sedan,4,16.7 km/litre,5,Manual,,
735,Toyota,Corolla Altis,G At Petrol,"2,92,667",FWD ,BS IV,55 litres,Petrol,4620 mm,Sedan,4,16.7 km/litre,5,Automatic,,
736,Toyota,Corolla Altis,Gl Petrol,"2,92,667",FWD ,BS IV,55 litres,Petrol,4620 mm,Sedan,4,16.7 km/litre,5,Manual,,
737,Toyota,Corolla Altis,Gl Diesel,"2,92,667",FWD ,BS IV,43 litres,Diesel,4620 mm,Sedan,4,21 km/litre,5,Manual,,
738,Toyota,Corolla Altis,G Diesel,"2,92,667",FWD ,BS IV,43 litres,Diesel,4620 mm,Sedan,4,21 km/litre,5,Manual,,
739,Toyota,Corolla Altis,Vl At Petrol,"2,92,667",FWD ,BS IV,55 litres,Petrol,4620 mm,Sedan,4,16.7 km/litre,5,Automatic,,
740,Honda,Civic,1.8 V Cvt,"2,92,667",FWD ,BS 6,47 litres,Petrol,4656 mm,Sedan,4,16.5 km/litre,5,Automatic,,
741,Honda,Civic,1.8 Vx Cvt,"2,92,667",FWD ,BS 6,47 litres,Petrol,4656 mm,Sedan,4,16.5 km/litre,5,Automatic,,
742,Honda,Civic,1.8 Zx Cvt,"2,92,667",FWD ,BS 6,47 litres,Petrol,4656 mm,Sedan,4,16.8 km/litre,5,Automatic,,
